ID;ACTIVE;NAME;CATEGORIES;PRICE_TAX_EXCLUDE;TAX_RULE_ID;WHOLESALE_PRICE;ON_SALE;DISCOUNT_AMOUNT;DISCOUNT_PERCENT;DISCOUNT_FROM;DISCOUNT_TO;bb_REFERENCE;SUPPLIER_REFERENCE;SUPPLIER;MANUFACTER;EAN13;UPC;ECOTAX;WIDTH;HEIGHT;DEPTH;WEIGHT;QUANTITY;MINIMAL_QUANTITY;VISIBILITY;ADDITIONAL_SHIPPING_COST;UNITY;UNIT_PRICE;SHORT_DESCRIPTION;DESCRIPTION;TAGS;META_TITLE;META_KEYWORDS;META_DESCRIPTION;URL_REWRITTEN;TEXT_WHEN_IN_STOCK;TEXT_WHEN_BACKODER_ALLOWED;AVAILABLE_FOR_ORDER;PRODUCT_AVAILABLE_DATE;PRODUCT_CREATION_DATE;PRODUCT_UPDATE_DATE;SHOW_PRICE;IMAGES_URL;DELETE_EXISTING_IMAGES;FEATURE;AVAILABLE_ONLINE_ONLY;CONDITION;CUSTOMIZABLE;UPLOADABLE_FILES;TEXT_FIELDS;OUT_OF_STOCK;ID_NAME_OF_SHOP;ADVANCED_STOCK_MANAGEMENT;DEPENDS_ON_STOCK;WAREHOUSE
41273;1;"InnovaGoods Waterdichte Schoenenhoezen(Pak van 2)";2677,2672,2582,2573,2570,2202;7.99;1;4.89;;;;;;V0100599;;;2317;0;;0;15.2;19;5;0;512;1;both;;;;"Bescherm je schoenen en broek tegen regenachtige dagen dankzij de InnovaGoods Gadget Cool waterdichte schoenenhoezen (pak van 2)! Bovendien nemen ze dankzij het zakdesign weinig ruimte in en kan je...";"<p>Bescherm je schoenen en broek tegen regenachtige dagen dankzij de <strong>InnovaGoods Gadget Cool waterdichte schoenenhoezen (pak van 2)</strong>! Bovendien nemen ze dankzij het zakdesign weinig ruimte in en kan je ze makkelijk overal mee naartoe nemen en gebruiken wanneer nodig. Het is een praktische uitvinding die erg nuttig is voor het bedekken van je schoenen en de onderkant van je broekspijpen op regenachtige dagen waardoor het water en de modder ze niet vuil of nat kan maken.</p><ul><li>Gemaakt van pvc</li><li>Geschikt voor schoenen, slippers, laarzen enz.</li><li>Herbruikbaar (eenvoudig reinigen met water)</li><li>Antislipzool om uitglijden te voorkomen</li><li>Rits voor eenvoudig gebruik</li><li>Elastisch rubber met knoop op de rand voor een perfecte pasvorm</li><li>Inclusief 2 waterdichte schoencovers, een voor elke voet</li><li>Hoogte ongeveer: 37 cm</li><li>Lengte ongeveer van zool: 28 cm (S / M) / 31 cm (L / XL)</li><li>Equivalentie van de maten ongeveer: S / M (36-39) en L / XL (40-43)</li><li>Zakontwerp (neemt opgevouwen weinig ruimte in de tas, rugzak enz.)</li><li>Verpakking in 24 talen (Engels, Frans, Spaans, Duits, Italiaans, Portugees, Nederlands, Pools, Hongaars, Roemeens, Deens, Zweeds, Fins, Litouws, Noors, Sloveens, Grieks, Tsjechisch, Bulgaars, Kroatisch, Slowaaks, Estisch, Russisch, Lets)</li></ul><br><iframe width=""320"" height=""180"" src=""https://www.youtube.com/embed/C4NtnlKJggc"" frameborder=""0"" allowfullscreen></iframe>";;;;;innovagoods-waterdichte-schoenenhoezen-pak-van-2;;;1;;2018-01-18;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/V0100599_214051.jpg,http://dropshipping.bigbuy.eu/imgs/V0100599_221230.jpg,http://dropshipping.bigbuy.eu/imgs/V0100599_214431.jpg,http://dropshipping.bigbuy.eu/imgs/V0100599_214055.jpg,http://dropshipping.bigbuy.eu/imgs/V0100599_214054.jpg,http://dropshipping.bigbuy.eu/imgs/V0100599_214053.jpg,http://dropshipping.bigbuy.eu/imgs/V0100599_214052.jpg,http://dropshipping.bigbuy.eu/imgs/V0100599_214050.jpg;0;;0;new;0;0;0;0;0;0;0;0
41571;1;"Zonnebril Dames Guess GF0298-57F56";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311235;;;1818;664689842353;;0;10;10;10;0.3;96;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GF0298-57F56 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GF0298-57F56</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Beige</li><li>Materiaal: Geïnjecteerde acetaat</li><li>Afmetingen ong.: 56 x 18 x 135 mm</li></ul>";;;;;zonnebril-dames-guess-gf0298-57f56;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0664689842353_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0664689842353_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0664689842353_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41572;1;"Horloge Heren Breil BW0103 (35 mm)";2994,2692,2662,2635,2584,2570,2202;92.33;1;81.25;;;;;;S0311186;;;1792;7612901127040;;0;10;10;10;0.3;1;1;both;;;;"Als u graag mee bent met de laatste nieuwe trends in mode en accessoires, koop dan Horloge Heren Breil BW0103 (35 mm) tegen de beste prijs.Geslacht: MannenDiameter van de doos: 35 mmMateriaal van...";"Als u graag mee bent met de laatste nieuwe trends in mode en accessoires, koop dan <b>Horloge Heren Breil BW0103 (35 mm)</b> tegen de beste prijs.<ul><li>Geslacht: Mannen</li><li>Diameter van de doos: 35 mm</li><li>Materiaal van horloge: Huid</li><li>Bewegingstype: Kwarts</li><li>Soort slot: Vlinder</li><li>Waterdichtheid: 5 atm</li><li>Materiaal van de doos: Staal</li><li>Kleur: Zwart</li><li>Doosje van het merk inbegrepen</li></ul>";;;;;horloge-heren-breil-bw0103-35-mm;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/7612901127040_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/7612901127040_mandatory-watch.jpg;0;;0;new;0;0;0;0;0;0;0;0
41573;1;"Zonnebril Dames Guess GF0256-32F60";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311227;;;1818;0715583576285;;0;10;10;10;0.3;166;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GF0256-32F60 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GF0256-32F60</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Gouden</li><li>Materiaal: Metaal</li><li>Afmetingen ong.: 60 x 16 x 140 mm</li></ul>";;;;;zonnebril-dames-guess-gf0256-32f60;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0715583576285_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0715583576285_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0715583576285_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41574;1;"Zonnebril Dames Guess GF0256-45F60";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311228;;;1818;715583576292;;0;10;10;10;0.3;133;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GF0256-45F60 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GF0256-45F60</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Bruin</li><li>Materiaal: Metaal</li><li>Afmetingen ong.: 60 x 16 x 140 mm</li></ul>";;;;;zonnebril-dames-guess-gf0256-45f60;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0715583576292_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0715583576292_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0715583576292_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41575;1;"Zonnebril Dames Guess GF0285-52F57";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311229;;;1818;664689799121;;0;10;10;10;0.3;57;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GF0285-52F57 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GF0285-52F57</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Havana</li><li>Materiaal: Geïnjecteerde acetaat</li><li>Afmetingen ong.: 57 x 17 x 135 mm</li></ul>";;;;;zonnebril-dames-guess-gf0285-52f57;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0664689799121_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0664689799121_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0664689799121_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41576;1;"Zonnebril Dames Guess GF0285-59C57";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311230;;;1818;664689799138;;0;10;10;10;0.3;51;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GF0285-59C57 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GF0285-59C57</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Beige</li><li>Materiaal: Geïnjecteerde acetaat</li><li>Afmetingen ong.: 57 x 17 x 135 mm</li></ul>";;;;;zonnebril-dames-guess-gf0285-59c57;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0664689799138_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0664689799138_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0664689799138_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41577;1;"Zonnebril Dames Guess GF0286-01B61";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311231;;;1818;664689799145;;0;10;10;10;0.3;80;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GF0286-01B61 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GF0286-01B61</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Zwart</li><li>Materiaal: Geïnjecteerde acetaat</li><li>Afmetingen ong.: 61 x 16 x 120 mm</li></ul>";;;;;zonnebril-dames-guess-gf0286-01b61;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0664689799145_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0664689799145_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0664689799145_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41578;1;"Zonnebril Dames Guess GF0286-86C61";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311232;;;1818;664689799169;;0;10;10;10;0.3;36;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GF0286-86C61 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GF0286-86C61</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Blauw</li><li>Materiaal: Geïnjecteerde acetaat</li><li>Afmetingen ong.: 61 x 16 x 120 mm</li></ul>";;;;;zonnebril-dames-guess-gf0286-86c61;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0664689799169_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0664689799169_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0664689799169_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41579;1;"Zonnebril Dames Guess GF0296-72F56";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311233;;;1818;664689842285;;0;10;10;10;0.3;39;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GF0296-72F56 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GF0296-72F56</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Roze</li><li>Materiaal: Geïnjecteerde acetaat</li><li>Afmetingen ong.: 56 x 19 x 140 mm</li></ul>";;;;;zonnebril-dames-guess-gf0296-72f56;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0664689842285_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0664689842285_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0664689842285_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41580;1;"Zonnebril Dames Guess GF0297-57X56";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311234;;;1818;664689842315;;0;10;10;10;0.3;1;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GF0297-57X56 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GF0297-57X56</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Beige</li><li>Materiaal: Geïnjecteerde acetaat</li><li>Afmetingen ong.: 56 x 17 x 140 mm</li></ul>";;;;;zonnebril-dames-guess-gf0297-57x56;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0664689842315_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0664689842315_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0664689842315_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41581;1;"Zonnebril Heren Guess GUF0261-32G59";2998,2692,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311236;;;1818;715583577251;;0;10;10;10;0.3;189;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Heren Guess GUF0261-32G59 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Heren Guess GUF0261-32G59</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Mannen</li><li>Kleur: Gouden</li><li>Materiaal: Metaal</li><li>Afmetingen ong.: 59 x 14 x 135 mm</li></ul>";;;;;zonnebril-heren-guess-guf0261-32g59;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0715583577251_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0715583577251_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0715583577251_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41582;1;"Zonnebril Heren Guess GUF126BLK-3560";2998,2692,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311237;;;1818;715583486966;;0;10;10;10;0.3;1;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Heren Guess GUF126BLK-3560 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Heren Guess GUF126BLK-3560</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Mannen</li><li>Kleur: Zwart</li><li>Materiaal: Metaal</li><li>Afmetingen ong.: 60 x 15 x 130 mm</li></ul>";;;;;zonnebril-heren-guess-guf126blk-3560;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0715583486966_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0715583486966_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0715583486966_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41583;1;"Zonnebril Heren Guess GUF126GUN-35F60";2998,2692,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311238;;;1818;715583486959;;0;10;10;10;0.3;24;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Heren Guess GUF126GUN-35F60 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Heren Guess GUF126GUN-35F60</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Mannen</li><li>Kleur: Zwart</li><li>Materiaal: Metaal</li><li>Afmetingen ong.: 60 x 15 x 130 mm</li></ul>";;;;;zonnebril-heren-guess-guf126gun-35f60;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0715583486959_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0715583486959_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0715583486959_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41584;1;"Zonnebril Dames Guess GUF131BRN-6F64";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311239;;;1818;715583489967;;0;10;10;10;0.3;22;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GUF131BRN-6F64 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GUF131BRN-6F64</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Bruin</li><li>Materiaal: Metaal</li><li>Afmetingen ong.: 64 x 14 x 130 mm</li></ul>";;;;;zonnebril-dames-guess-guf131brn-6f64;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0715583489967_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0715583489967_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0715583489967_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41585;1;"Zonnebril Dames Guess GUF213BLK-3560";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311240;;;1818;715583600805;;0;10;10;10;0.3;44;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GUF213BLK-3560 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GUF213BLK-3560</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Zwart</li><li>Materiaal: Metaal</li><li>Afmetingen ong.: 60 x 13 x 135 mm</li></ul>";;;;;zonnebril-dames-guess-guf213blk-3560;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0715583600805_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0715583600805_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0715583600805_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41586;1;"Zonnebril Dames Guess GUF214AMB-34A61";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311241;;;1818;715583133648;;0;10;10;10;0.3;82;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GUF214AMB-34A61 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GUF214AMB-34A61</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Zwart</li><li>Materiaal: Geïnjecteerde acetaat</li><li>Afmetingen ong.: 61 x 16 x 130 mm</li></ul>";;;;;zonnebril-dames-guess-guf214amb-34a61;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0715583133648_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0715583133648_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0715583133648_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41587;1;"Zonnebril Dames Guess GUF217BU-52A62";2999,2682,2662,2586,2584,2570,2202;35.71;1;30;;;;;;S0311242;;;1818;715583133662;;0;10;10;10;0.3;134;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GUF217BU-52A62 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GUF217BU-52A62</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Bordeaux rood</li><li>Materiaal: Geïnjecteerde acetaat</li><li>Afmetingen ong.: 62 x 15 x 123 mm</li></ul>";;;;;zonnebril-dames-guess-guf217bu-52a62;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0715583133662_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0715583133662_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0715583133662_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41588;1;"Zonnebril Dames Guess GUF235GLD-34A61";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311243;;;1818;715583080942;;0;10;10;10;0.3;127;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GUF235GLD-34A61 dan niet! Pronk...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GUF235GLD-34A61</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Gouden</li><li>Materiaal: Metaal</li><li>Afmetingen ong.: 61 x 14 x 130 mm</li></ul>";;;;;zonnebril-dames-guess-guf235gld-34a61;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0715583080942_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0715583080942_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0715583080942_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
41589;1;"Zonnebril Dames Guess GUF235RGLD-52A61";2999,2682,2662,2586,2584,2570,2202;32.86;1;28.92;;;;;;S0311244;;;1818;715583080973;;0;10;10;10;0.3;68;1;both;;;;"Als u graag de nieuwste producten heeft op het gebied van mode & accessoires en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze Zonnebril Dames Guess GUF235RGLD-52A61 dan niet!...";"Als u graag de nieuwste producten heeft op het gebied van <a href=""##CAT_2586##""><b>mode & accessoires</b></a> en accessoires een belangrijk onderdeel zijn van uw outfit, mis deze <b>Zonnebril Dames Guess GUF235RGLD-52A61</b> dan niet! Pronk met de beste <a href=""##CAT_2586##""><b>zonnebrillenmerken</b></a>.<ul><li>Geslacht: Vrouw</li><li>Kleur: Roze goud</li><li>Materiaal: Metaal</li><li>Afmetingen ong.: 61 x 14 x 130 mm</li></ul>";;;;;zonnebril-dames-guess-guf235rgld-52a61;;;1;;2017-08-11;2018-03-14;1;http://dropshipping.bigbuy.eu/imgs/0715583080973_0_P0.jpg,http://dropshipping.bigbuy.eu/imgs/0715583080973_2_P2.jpg,http://dropshipping.bigbuy.eu/imgs/0715583080973_1_P1.jpg;0;;0;new;0;0;0;0;0;0;0;0
